transactionid,date,accountid,accountname,transactiontype,amount,currency,exchangerate,balance,merchant,merchantemail,category,subcategory,country,city,postalcode,cardnumber,email,phone,isfraud,notes,customersince
TX104720,2024-03-27,AC4854,Lina Mehta,debit,19.7058,AED,19.7058,2514128.96,Swiggy,swiggy@biz.com,Automotive,Repair,Australia,Chennai,409712,XXXX-XXXX-XXXX-7571,lina.mehta@gmail.com,4028674537,No,repeat purchase,2024-03-27
TX102874,2025-08-21,AC2056,Rahul Das,debit,1.0,INR,1.0,1626938.62,BigBasket,bigbasket@biz.com,Entertainment,Movies,UK,Hyderabad,809440,XXXX-XXXX-XXXX-5573,rahul.das@yahoo.com,8692032196,No,cashback credited,2018-07-06
TX104330,2024-05-29,AC5985,Vikram Khan,Credit,18.9419,AED,18.9419,2419176.59,Swiggy,swiggy@biz.com,Dining,Restaurant,USA,Gurugram,499508,4.83251E+15,vikram.khan@example.com,6405134936,No,No Notes,2020-10-05
TX103588,2024-04-28,AC1969,anita IYER,Debit,72.0905,USD,72.0905,1991263.1,BigBasket,bigbasket@biz.com,Education,Books,India,Hyderabad,919358,XXXX-XXXX-XXXX-2161,anita.iyer@example.com,5164816777,No,No Notes,2023-01-24
TX103267,2024-05-06,AC2550,Maya Iyer,Debit,99.2077,GBP,99.2077,1641946.095,Reliance,reliance@biz.com,Utilities,Internet,UK,Pune,847880,XXXX-XXXX-7772,maya.iyer@example.com,6218810299,No,No Notes,2018-12-23
TX102884,2025-06-20,AC5502,Uma Kumar,Credit,1.0,INR,1.0,1627006.99,Amazon,amazon@biz.com,Groceries,Specialty,USA,Jaipur,125540,XXXX-XXXX-4857,uma.kumar@gmail.com,1162887189,No,chargeback requested,2022-05-24
TX102890,2024-07-26,AC2982,Priya Mhta,Refund,1.0,INR,1.0,1637588.32,Starbucks,Unknown,Health,Pharmacy,Australia,Bengaluru,217052,Unknown,priya.mhta@hotmail.com,748378499,No,promo applied,2024-07-26
TX103007,2024-06-06,AC5082,Asha Singh,Debit,93.9783,GBP,93.9783,1642242.02,Amazon,amazon@biz.com,Education,Books,India,Delhi,147438,XXXX-XXXX-9901,asha.singh@example.com,6212035096,No,repeat purchase,2024-06-06
TX101826,2023-12-21,AC1481,Amit Singh,Credit,1.0,INR,1.0,1641946.095,Swiggy,Unknown,Electronics,Mobile,UK,Gurugram,820214,XXXX-XXXX-XXXX-3565,amit.singh@hotmail.com,9730651,No,cashback credited,2019-01-01
TX103923,2024-10-18,AC9072,Maya Gupta,Debit,75.0203,USD,75.0203,1641946.095,LocalMart,localmart@biz.com,Clothing,Women,Canada,Mumbai,559976,4.66215E+15,maya.gupta@yahoo.com,4712711450,No,cashback credited,2024-10-18
TX102640,2025-07-18,AC6359,Anita Nair,Refund,79.3807,USD,79.3807,1560664.53,BigBasket,Unknown,Travel,Flight,UAE,Bengaluru,851,XXXX-XXXX-XXXX-6064,anita.nair@gmail.com,3560272384,No,chargeback requested,2023-01-01
TX105410,2024-10-19,AC6855,Sam Kumar,Credit,80.3087,USD,80.3087,1641946.095,Starbucks,starbucks@biz.com,Groceries,Specialty,UAE,Chennai,929045,XXXX-XXXX-XXXX-6802,sam.kumar@yahoo.com,2626932982,No,chargeback requested,2024-10-19
TX101525,2024-04-17,AC4504,Sana Patel,Debit,1.0,INR,1.0,1000268.73,Flipkart,flipkart@biz.com,Electronics,Mobile,USA,Pune,838514,XXXX-XXXX-XXXX-4223,sana.patel@example.com,6922995269,No,No Notes,2023-01-01
TX101562,2024-09-06,AC7119,Dev Kumar,debit,102.1152,GBP,102.1152,1001090.53,Zomato,zomato@biz.com,Clothing,Men,UK,Bengaluru,875430,XXXX-XXXX-XXXX-3796,dev.kumar@yahoo.com,2567103896,No,suspected fraud,2019-01-29
TX100343,2024-11-11,AC8757,Uma Mehta,debit,1.0,INR,1.0,176088.68,Starbucks,Unknown,Clothing,Women,UK,Mumbai,776378,XXXX-XXXX-XXXX-5339,uma.mehta@gmail.com,4430421789,No,chargeback requested,2025-01-01
TX102542,2025-05-24,AC8128,Raj Patel,Credit,1.0,INR,1.0,1557053.94,Reliance,Unknown,Travel,Hotel,India,Bengaluru,910817,XXXX-XXXX-XXXX-8119,raj.patel@hotmail.com,2108924859,No,cashback credited,2025-05-24
TX103385,2025-04-02,AC4935,Suresh Gupta,debit,80.0257,USD,80.0257,1641946.095,Amazon,amazon@biz.com,Groceries,Specialty,USA,Pune,138807,Unknown,suresh.guptagmail.com,6765654081,No,suspected fraud,2023-11-22
TX102412,2024-11-02,AC6219,Isha Reddy,Credit,1.0,INR,1.0,1412390.37,Paytm Mall,paytmmall@biz.com,Entertainment,Movies,UK,Jaipur,933515,4.18977E+15,isha.reddy@hotmail.com,7043599797,No,repeat purchase,2025-08-19
TX102707,2023-09-18,AC4855,Rahul Roy,debit,92.9275,GBP,92.9275,1603347.53,AutoZone,Unknown,Groceries,Specialty,UAE,Mumbai,483464,XXXX-XXXX-XXXX-7499,rahul.roy@hotmail.com,1162887189,No,manual adjustment,2024-05-19
TX105092,2024-03-22,AC8300,Isha Bose,Debit,75.9539,USD,75.9539,2653341.23,Reliance,reliance@biz.com,Health,Pharmacy,UAE,Bengaluru,472563,XXXX-XXXX-XXXX-5004,isha.bose@gmail.com,2549927888,No,chargeback requested,2018-01-01
TX101110,2024-09-19,AC7769,Sana Mehta,Debit,1.0,INR,1.0,555261.74,Walmart,walmart@biz.com,Groceries,Specialty,Canada,Pune,764189,XXXX-XXXX-3094,sana.mehta@hotmail.com,507075906,No,No Notes,2016-07-10
TX103442,2023-11-17,AC3639,Suresh Sharma,Debit,21.5738,AED,21.5738,1850118.33,Myntra,myntra@biz.com,Health,Pharmacy,Canada,Delhi,894332,XXXX-XXXX-6918,suresh.sharma@yahoo.com,3160213899,No,suspected fraud,2024-01-01
TX102213,2024-05-24,AC9000,Maya Gupta,Credit,20.0833,AED,20.0833,1269350.11,Starbucks,starbucks@biz.com,Dining,FastFood,UK,Jaipur,391137,XXXX-XXXX-XXXX-4681,maya.gupta@gmail.com,859452288,No,repeat purchase,2016-09-04
TX101359,2025-06-21,AC9701,Vikram Gupta,Credit,79.4751,USD,79.4751,974207.37,Swiggy,swiggy@biz.com,Automotive,Fuel,UAE,Chennai,756886,XXXX-XXXX-8908,vikram.gupta@gmail.com,9527747484,No,promo applied,2019-03-27
TX102107,2025-05-14,AC9273,Amit Nair,Credit,1.0,INR,1.0,1641946.095,BigBasket,bigbasket@biz.com,Dining,FastFood,Canada,Delhi,148131,XXXX-XXXX-XXXX-1766,amit.nair@gmail.com,7880731519,No,chargeback requested,2025-05-14
TX104805,2024-02-08,AC5292,Neha Khan,Credit,1.0,INR,1.0,2579237.42,Amazon,amazon@biz.com,Health,Pharmacy,UAE,Chennai,103,XXXX-XXXX-XXXX-2540,Unknown,4424391774,No,"manual adjustment -- verify
contact support",2025-06-06
TX101378,2025-06-27,AC5015,Isha Kumar,Credit,19.7926,AED,19.7926,974732.15,AutoZone,autozone@biz.com,Health,Pharmacy,Australia,Bengaluru,931841,XXXX-XXXX-3817,isha.kumar@gmail.com,102159253,No,manual adjustment,2015-01-01
TX102828,2023-10-29,AC6441,Amit Bose,Credit,98.3677,GBP,98.3677,1625546.71,Zomato,zomato@biz.com,Entertainment,Concert,USA,Bengaluru,365021,XXXX-XXXX-5765,amit.bose@hotmail.com,7374354971,No,promo applied,2017-05-14
TX100424,2023-09-25,AC3796,Isha Das,Credit,80.7568,USD,80.7568,258193.64,ElectroWorld,electroworld@biz.com,Entertainment,Concert,USA,Hyderabad,876554,XXXX-XXXX-5697,isha.das@yahoo.com,5606700910,No,No Notes,2017-01-01
TX100292,2024-01-31,AC3516,Amit Chopra,debit,1.0,INR,1.0,1641946.095,Starbucks,starbucks@biz.com,Utilities,Electricity,Australia,Bengaluru,987820,XXXX-XXXX-6228,amit.chopra@gmail.com,9861042558,No,manual adjustment,2022-11-01
TX101065,2024-09-24,AC4593,Karan Singh,debit,1.0,INR,1.0,553721.47,Flipkart,Unknown,Groceries,Supermarket,UAE,Kolkata,711070,XXXX-XXXX-3709,karan.singh@gmail.com,1162887189,No,promo applied,2023-09-19
TX102377,2024-09-20,AC2321,Dev Khan,debit,72.2077,USD,72.2077,1288348.63,Myntra,Unknown,Clothing,Men,Canada,Hyderabad,476800,XXXX-XXXX-1871,dev.khan@hotmail.com,8425847250,No,No Notes,2021-01-01
TX105108,2023-09-24,AC9338,Raj Gupta,Refund,81.6461,USD,81.6461,1641946.095,Starbucks,starbucks@biz.com,Automotive,Repair,Australia,Bengaluru,955076,XXXX-XXXX-2019,raj.gupta@gmail.com,8707490474,No,chargeback requested,2026-01-19
TX102127,2023-10-09,AC6791,Lina Kumar,Credit,1.0,INR,1.0,1641946.095,Amazon,Unknown,Automotive,Fuel,USA,Hyderabad,648900,XXXX-XXXX-9154,lina.kumar@hotmail.com,3172693520,No,monthly subscription,2016-01-15
TX101717,2024-06-14,AC3172,Rhul Ptel,Credit,74.2338,USD,74.2338,1126379.99,LocalMart,localmart@biz.com,Automotive,Fuel,Canada,Jaipur,481474,XXXX-XXXX-4813,rhul.ptel@gmail.com,2993796264,No,promo applied,2024-04-15
TX100937,2025-03-09,AC9544,Karan Joshi,Credit,105.956,GBP,105.956,1641946.095,BigBasket,bigbasket@biz.com,Electronics,Mobile,India,Mumbai,851,XXXX-XXXX-XXXX-7126,karan.joshi@hotmailcom,5354188616,No,cashback credited,2020-01-01
TX103779,2025-03-03,AC1637,Neha Gupta,Credit,81.4375,USD,81.4375,2117887.2,LocalMart,Unknown,Education,Books,USA,Kolkata,814778,XXXX-XXXX-XXXX-8089,neha.gupta@gmail.com,2019380877,No,monthly subscription,2017-10-27
TX103964,2024-08-05,AC3300,suresh SHARMA,debit,18.1679,AED,18.1679,2121876.21,AutoZone,autozone@biz.com,Health,Pharmacy,India,Hyderabad,391143,XXXX-XXXX-6254,suresh.sharma@hotmail.com,4599856833,No,No Notes,2017-07-27
TX103990,2024-01-18,AC1721,Rahul Joshi,Refund,1.0,INR,1.0,2208477.87,BigBasket,Unknown,Utilities,Water,Canada,Kolkata,627521,XXXX-XXXX-8752,rahul.joshi@yahoo.com,5338934402,No,No Notes,2016-01-01
TX104930,2025-01-21,AC6315,Sana Reddy,Debit,81.0115,USD,81.0115,2592431.34,Paytm Mall,paytmmall@biz.com,Education,Books,Australia,Mumbai,232233,XXXX-XXXX-9219,sana.reddy@gmail.com,5617140454,No,promo applied,2017-01-01
TX100254,2025-09-11,AC4649,Karan Khan,Refund,108.895,GBP,108.895,173910.59,Walmart,walmart@biz.com,Electronics,Mobile,India,Delhi,453246,XXXX-XXXX-XXXX-4764,karan.khan@gmail.com,2239735187,No,suspected fraud,2019-01-01
TX105840,2025-08-09,AC6706,Dev Patel,Refund,101.1528,GBP,101.1528,2913263.77,AutoZone,autozone@biz.com,Automotive,Repair,Canada,Gurugram,910936,4.62367E+15,dev.patel@yahoo.com,8296234576,No,chargeback requested,2025-01-01
TX101482,2023-10-21,AC9405,Sana Khan,Credit,1.0,INR,1.0,986086.96,ShopEasy,shopeasy@biz.com,Education,Course,India,Delhi,336609,XXXX-XXXX-XXXX-5453,Unknown,1211398616,No,No Notes,2018-01-01
TX100944,2024-04-05,AC3471,Suresh Roy,Debit,102.4548,GBP,102.4548,530323.26,BigBasket,bigbasket@biz.com,Health,Clinic,USA,Jaipur,811805,XXXX-XXXX-9025,suresh.roy@yahoo.com,2792374967,No,manual adjustment,2023-01-01
TX105503,2025-02-27,AC3795,Suresh Sharma,Debit,76.8217,USD,76.8217,2826442.74,ShopEasy,shopeasy@biz.com,Electronics,Laptop,USA,Gurugram,963310,XXXX-XXXX-XXXX-1594,suresh.sharma@hotmail.com,3309573469,No,chargeback requested,2018-02-20
TX103183,2024-05-02,AC2482,Dev Singh,debit,1.0,INR,1.0,1712971.97,Swiggy,swiggy@biz.com,Entertainment,Streaming,USA,Pune,223954,XXXX-XXXX-8235,dev.singh@gmail.com,6091740093,No,No Notes,2016-03-03
TX103266,2024-05-31,AC3469,Suresh Sharma,Debit,1.0,INR,1.0,1774484.93,ShopEasy,shopeasy@biz.com,Dining,Restaurant,Australia,Mumbai,880433,XXXX-XXXX-1808,suresh.sharma@yahoo.com,9796484524,No,manual adjustment,2024-05-31
TX104819,2024-07-26,AC1773,Suresh Patel,debit,107.7947,GBP,107.7947,2579637.62,ShopEasy,shopeasy@biz.com,Entertainment,Streaming,Canada,Chennai,324722,XXXX-XXXX-9902,suresh.patel@yahoo.com,3202496230,No,repeat purchase,2017-04-11
TX102907,2024-04-05,AC9466,Dev Singh,Credit,1.0,INR,1.0,1641946.095,BigBasket,bigbasket@biz.com,Health,Pharmacy,Australia,Delhi,701569,XXXX-XXXX-3301,dev.singh@gmail.com,7011247380,No,cashback credited,2016-01-01
TX100969,2024-06-26,AC4059,Ritu Chopra,Credit,1.0,INR,1.0,538128.33,BigBasket,bigbasket@biz.com,Dining,Cafe,India,Pune,969989,XXXX-XXXX-8545,ritu.chopra@gmail.com,3183868124,No,cashback credited,2018-01-01
TX100496,2024-09-30,AC9841,Karan Khan,debit,73.4188,USD,73.4188,260528.31,ShopEasy,shopeasy@biz.com,Health,Pharmacy,UK,Jaipur,233621,XXXX-XXXX-4310,Unknown,3219260360,No,monthly subscription,2026-01-20
TX105046,2024-05-24,AC3008,Rahul Nair,debit,19.9415,AED,19.9415,2626137.89,ElectroWorld,electroworld@biz.com,Health,Pharmacy,USA,Pune,518640,XXXX-XXXX-9776,rahul.nair@hotmail.com,535053325,No,repeat purchase,2022-01-01
TX104901,2025-03-31,AC1024,Amit Iyer,Refund,1.0,INR,1.0,2582644.13,ShopEasy,shopeasy@biz.com,Entertainment,Concert,India,Hyderabad,421,4.81966E+15,amit.iyer@hotmail.com,3810715259,No,monthly subscription,2021-01-01
TX101829,2025-07-29,AC4530,Arjun Chopra,debit,74.3573,USD,74.3573,1131683.51,ElectroWorld,electroworld@biz.com,Travel,Hotel,USA,Gurugram,294045,XXXX-XXXX-XXXX-7068,arjun.chopra@hotmail.com,6932381221,No,promo applied,2022-05-28
TX102177,2023-09-19,AC3078,Sana Chopra,Debit,19.2973,AED,19.2973,1221204.36,Reliance,Unknown,Health,Clinic,Australia,Pune,431910,XXXX-XXXX-6291,sana.chopra@yahoo.com,9549561403,No,monthly subscription,2021-04-29
TX100337,2025-03-07,AC4477,Anita Joshi,debit,106.4147,GBP,106.4147,175993.51,Walmart,walmart@biz.com,Health,Clinic,Australia,Bengaluru,994550,XXXX-XXXX-3856,anita.joshi@yahoo.com,2336358693,No,No Notes,2024-03-23
TX104826,2024-05-25,AC7820,arjun NAIR,Refund,1.0,INR,1.0,2579736.68,LocalMart,Unknown,Electronics,Laptop,Canada,Jaipur,313264,XXXX-XXXX-2890,arjun.nair@gmail.com,3432041632,Yes,monthly subscription,2021-02-11
TX104704,2025-07-23,AC2097,Lna Das,Refund,73.8194,USD,73.8194,2495207.55,Paytm Mall,paytmmall@biz.com,Entertainment,Streaming,Canada,Bengaluru,921577,XXXX-XXXX-7901,lna.das@gmail.com,7786956089,No,repeat purchase,2021-10-11
TX101148,2024-02-21,AC8273,Lina Iyer,Credit,81.4421,USD,81.4421,556794.93,BigBasket,Unknown,Electronics,Accessory,Australia,Mumbai,633721,XXXX-XXXX-9617,lina.iyer@hotmail.com,4137676984,No,suspected fraud,2017-06-27
TX102243,2024-03-21,AC1084,Raj Gupta,Debit,18.6764,AED,18.6764,1270350.47,ShopEasy,shopeasy@biz.com,Education,Books,USA,Hyderabad,190559,XXXX-XXXX-6070,raj.gupta@yahoo.com,9463190835,No,No Notes,2024-03-21
TX100603,2025-03-29,AC9316,Sam Bose,Refund,106.1219,GBP,106.1219,280289.23,Myntra,myntra@biz.com,Groceries,Specialty,Canada,Jaipur,746575,XXXX-XXXX-XXXX-4790,sam.bose@gmail.com,3703927665,No,suspected fraud,2016-11-30
TX105005,2024-07-14,AC2003,priya PATEL,Credit,74.1791,USD,74.1791,2624419.13,Swiggy,Unknown,Travel,Taxi,Australia,Bengaluru,507391,XXXX-XXXX-1877,Unknown,8463639663,No,chargeback requested,2024-01-01
TX103968,2025-01-26,AC7856,Suresh Kumar,Debit,19.2406,AED,19.2406,2122113.47,Walmart,Unknown,Health,Pharmacy,India,Pune,772884,XXXX-XXXX-XXXX-5721,suresh.kumar@yahoo.com,4116622186,No,repeat purchase,2025-01-26
TX102151,2024-10-01,AC8387,Karan Reddy,Debit,1.0,INR,1.0,1214548.28,Reliance,reliance@biz.com,Entertainment,Movies,UK,Jaipur,444146,XXXX-XXXX-5499,karan.reddy@example.com,3413418809,No,suspected fraud,2024-10-01
TX102010,2025-05-21,AC6564,Rohit Desai,Debit,20.0597,AED,20.0597,1198164.92,Starbucks,starbucks@biz.com,Dining,Restaurant,UK,Delhi,263577,XXXX-XXXX-8501,rohit.desai@example.com,9233537609,No,No Notes,2024-01-01
TX102491,2024-09-22,AC8207,Suresh Chopra,Debit,93.2947,GBP,93.2947,1499747.85,Swiggy,swiggy@biz.com,Groceries,Supermarket,USA,Hyderabad,784555,Unknown,suresh.chopra@hotmail.com,4979069248,No,repeat purchase,2020-04-29
TX105947,2024-03-13,AC3149,Maya Reddy,Refund,101.2963,GBP,101.2963,2934394.5,Myntra,myntra@biz.com,Clothing,Women,Canada,Hyderabad,190934,XXXX-XXXX-8017,Unknown,5504402465,No,No Notes,2024-01-01
TX101810,2024-04-18,AC3758,Sam Mehta,Credit,1.0,INR,1.0,1641946.095,ShopEasy,shopeasy@biz.com,Education,Course,Canada,Bengaluru,576061,Unknown,sam.mehta@yahoo.com,5491615585,No,No Notes,2022-01-01
TX101994,2025-07-21,AC7739,Vikram Singh,debit,103.9301,GBP,103.9301,1197917.0,AutoZone,Unknown,Education,Books,UAE,Mumbai,281930,XXXX-XXXX-6903,vikram.singh@gmail.com,5603437673,No,monthly subscription,2016-08-27
TX104815,2025-03-16,AC2343,Anita Sharma,Debit,81.1653,USD,81.1653,2579504.07,ElectroWorld,electroworld@biz.com,Clothing,Men,UK,Pune,852483,XXXX-XXXX-7583,anita.sharma@hotmail.com,8374285498,No,suspected fraud,2025-03-16
TX102932,2024-02-25,AC7908,Amit Roy,debit,1.0,INR,1.0,1641946.095,ElectroWorld,electroworld@biz.com,Utilities,Internet,UK,Pune,870033,XXXX-XXXX-XXXX-8115,amit.roygmail.com,6099604569,No,chargeback requested,2022-05-02
TX102824,2024-03-04,AC6050,suresh PATEL,Debit,21.7337,AED,21.7337,1625277.58,AutoZone,autozone@biz.com,Health,Pharmacy,Canada,Kolkata,325051,XXXX-XXXX-XXXX-6901,suresh.patel@yahoo.com,1385739975,No,monthly subscription,2024-03-04
TX105665,2025-07-22,AC6853,Maya Desai,Credit,1.0,INR,1.0,2874032.91,Myntra,myntra@biz.com,Groceries,Supermarket,Australia,Kolkata,117328,XXXX-XXXX-XXXX-7375,maya.desai@example.com,6445376474,No,repeat purchase,2017-01-01
TX102897,2024-09-15,AC5929,Arjun Sharma,Debit,76.1817,USD,76.1817,1639657.18,Walmart,walmart@biz.com,Groceries,Specialty,Canada,Bengaluru,286994,XXXX-XXXX-8264,arjun.sharma@example.com,8915859350,No,manual adjustment,2020-11-24
TX102275,2024-10-08,AC7258,Maya Iyer,Debit,72.3507,USD,72.3507,1271043.89,ShopEasy,shopeasy@biz.com,Health,Clinic,Australia,Bengaluru,831763,4.03359E+15,maya.iyer@example.com,6845729977,Yes,cashback credited,2024-10-08
TX100434,2025-03-06,AC6690,Asha Kumar,Debit,1.0,INR,1.0,1641946.095,Amazon,amazon@biz.com,Education,Books,Canada,Bengaluru,955877,Unknown,asha.kumar@gmail.com,4472790237,No,monthly subscription,2017-01-01
TX105395,2024-04-30,AC1439,Priya Singh,debit,18.827,AED,18.827,2775300.58,Swiggy,Unknown,Education,Course,UAE,Gurugram,308152,XXXX-XXXX-XXXX-2844,priya.singh@yahoo.com,1005810466,No,No Notes,2024-04-30
TX104501,2024-09-24,AC9850,Suresh Sharma,debit,79.2743,USD,79.2743,2463348.42,Amazon,amazon@biz.com,Entertainment,Movies,Australia,Delhi,851,Unknown,Unknown,8252928715,No,suspected fraud,2024-09-24
TX102823,2024-01-19,AC3730,Dev Reddy,Debit,1.0,INR,1.0,1625262.03,Reliance,reliance@biz.com,Electronics,Laptop,Canada,Pune,754464,XXXX-XXXX-XXXX-2570,dev.reddy@gmail.com,1690249917,No,chargeback requested,2024-01-19
TX104917,2024-08-21,AC9694,Maya Khan,debit,1.0,INR,1.0,2583029.39,Zomato,zomato@biz.com,Health,Pharmacy,Australia,Delhi,407940,XXXX-XXXX-7165,maya.khan@yahoocom,7526779493,No,chargeback requested,2025-09-22
TX103755,2025-01-21,AC7787,Rahul Singh,Refund,90.789,GBP,90.789,1641946.095,ShopEasy,Unknown,Health,Clinic,UAE,Gurugram,152185,XXXX-XXXX-XXXX-4702,rahul.singh@hotmail.com,4635575851,No,"promo applied -- verify
contact support",2016-01-01
TX102504,2024-04-22,AC6517,Maya Roy,Debit,20.9016,AED,20.9016,1500091.55,ElectroWorld,Unknown,Utilities,Internet,Australia,Noida,154649,XXXX-XXXX-4655,maya.roy@yahoo.com,6660044953,No,suspected fraud,2020-01-01
TX103211,2025-04-20,AC9191,Anita Chopra,Credit,1.0,INR,1.0,1641946.095,Paytm Mall,Unknown,Dining,Restaurant,UAE,Delhi,324606,Unknown,anita.chopra@example.com,43087861,No,suspected fraud,2025-04-20
TX105653,2024-10-17,AC3758,Raj Iyer,Refund,76.0898,USD,76.0898,1641946.095,LocalMart,Unknown,Automotive,Fuel,USA,Mumbai,964774,XXXX-XXXX-7652,raj.iyer@hotmailcom,7557223034,No,No Notes,2022-01-01
TX104641,2024-11-15,AC4042,Maya Joshi,debit,1.0,INR,1.0,2466952.15,Paytm Mall,Unknown,Clothing,Women,India,Chennai,565594,XXXX-XXXX-3625,maya.joshi@example.com,496798231,No,manual adjustment,2017-09-05
TX104308,2024-11-12,AC2240,Karan Singh,Debit,19.7417,AED,19.7417,2308564.97,Zomato,zomato@biz.com,Groceries,Specialty,UK,Pune,802128,XXXX-XXXX-9774,karan.singh@yahoo.com,529928323,No,chargeback requested,2017-01-01
TX104992,2024-11-30,AC5079,Isha Nair,Debit,1.0,INR,1.0,1641946.095,Paytm Mall,paytmmall@biz.com,Clothing,Men,USA,Gurugram,392839,XXXX-XXXX-1640,isha.nair@example.com,1162887189,No,cashback credited,2023-01-01
TX103540,2023-09-16,AC1694,Uma Sharma,Debit,1.0,INR,1.0,1889660.31,ShopEasy,shopeasy@biz.com,Utilities,Internet,UAE,Chennai,620575,XXXX-XXXX-1767,uma.sharma@gmail.com,5596280978,No,manual adjustment,2017-01-01
TX103270,2025-09-08,AC5407,Sam Singh,Debit,1.0,INR,1.0,1774545.02,Flipkart,flipkart@biz.com,Automotive,Fuel,Canada,Noida,807553,4.28142E+15,sam.singh@hotmail.com,8167968680,Yes,No Notes,2024-01-01
TX101941,2024-11-21,AC2526,Ritu Desai,Credit,1.0,INR,1.0,1169012.84,Walmart,walmart@biz.com,Health,Clinic,USA,Mumbai,317659,XXXX-XXXX-3398,ritu.desai@gmail.com,4280033556,No,suspected fraud,2020-03-05
TX101891,2025-08-12,AC3791,Isha Singh,Credit,21.1078,AED,21.1078,1162827.51,Flipkart,flipkart@biz.com,Health,Pharmacy,Canada,Delhi,920223,XXXX-XXXX-4135,isha.singh@yahoocom,18065266,No,promo applied,2023-10-07
TX105012,2024-01-07,AC3386,Sana Patel,Credit,75.5201,USD,75.5201,2624683.61,Zomato,zomato@biz.com,Clothing,Women,UAE,Jaipur,195660,XXXX-XXXX-XXXX-2811,sana.patel@hotmail.com,3891327919,No,cashback credited,2015-01-01
TX103599,2024-01-22,AC8897,Uma Bose,Refund,21.5113,AED,21.5113,1931590.6,ElectroWorld,Unknown,Utilities,Electricity,USA,Mumbai,551131,XXXX-XXXX-7707,uma.bose@gmail.com,4468128845,No,chargeback requested,2022-05-07
TX105385,2023-11-09,AC1489,Priya Roy,Refund,1.0,INR,1.0,2775097.29,Reliance,Unknown,Clothing,Men,USA,Kolkata,451873,XXXX-XXXX-7002,priya.roy@yahoo.com,5976261733,No,repeat purchase,2021-12-12
TX104910,2025-09-07,AC6902,Priya Bose,Refund,1.0,INR,1.0,2582788.72,Zomato,zomato@biz.com,Automotive,Fuel,USA,Jaipur,364579,XXXX-XXXX-XXXX-2225,priya.bose@hotmail.com,4110129577,No,No Notes,2022-03-27
TX101265,2024-01-30,AC8495,Isha Nair,Refund,80.9133,USD,80.9133,595530.32,ElectroWorld,electroworld@biz.com,Dining,Cafe,Australia,Hyderabad,933341,XXXX-XXXX-4806,isha.nair@hotmail.com,2092882403,No,suspected fraud,2024-01-30
TX104438,2024-05-26,AC2989,Isha Roy,Credit,72.5124,USD,72.5124,1641946.095,Reliance,Unknown,Education,Course,UK,Kolkata,249629,XXXX-XXXX-XXXX-7299,Unknown,7788665834,No,repeat purchase,2022-05-16
TX102597,2025-01-02,AC4067,Sam Das,Refund,75.3072,USD,75.3072,1641946.095,AutoZone,Unknown,Entertainment,Streaming,USA,Jaipur,919332,XXXX-XXXX-6072,sam.das@example.com,9210231404,No,repeat purchase,2019-05-30
TX101410,2024-06-06,AC5183,Ritu Mehta,Debit,21.3894,AED,21.3894,1641946.095,ShopEasy,shopeasy@biz.com,Groceries,Supermarket,UK,Pune,743644,XXXX-XXXX-XXXX-2202,ritu.mehta@example.com,8887750891,No,promo applied,2024-01-01
TX101214,2024-04-03,AC7495,Suresh Reddy,Debit,1.0,INR,1.0,1641946.095,ElectroWorld,electroworld@biz.com,Health,Clinic,USA,Noida,938493,XXXX-XXXX-6092,suresh.reddy@example.com ,5570170367,No,suspected fraud,2020-01-01
TX100966,2023-10-03,AC8374,Karan Gupta,Credit,20.7841,AED,20.7841,537965.84,Reliance,Unknown,Dining,FastFood,Canada,Gurugram,343464,XXXX-XXXX-XXXX-3463,karan.gupta@example.com,2093951501,No,repeat purchase,2016-07-16
TX101230,2024-08-23,AC4184,Vikram Das,Refund,106.0708,GBP,106.0708,594300.86,LocalMart,localmart@biz.com,Automotive,Repair,UK,Kolkata,538520,XXXX-XXXX-7872,vikram.dasgmail.com,3320204770,No,manual adjustment,2017-04-03
TX104791,2023-10-01,AC5425,Suresh Khan,Debit,1.0,INR,1.0,2538885.73,BigBasket,bigbasket@biz.com,Travel,Taxi,USA,Kolkata,885544,XXXX-XXXX-XXXX-2091,suresh.khan@yahoo.com,4570919439,No,monthly subscription,2023-02-06
TX100605,2024-09-05,AC9283,Dev Nair,Refund,79.0643,USD,79.0643,280473.86,Swiggy,Unknown,Automotive,Fuel,Australia,Mumbai,909863,XXXX-XXXX-7713,dev.nair@gmail.com,6107842490,No,chargeback requested,2024-09-05
TX100104,2025-01-14,AC1001,rohit PATEL,Debit,80.2195,USD,80.2195,145096.74,Zomato,zomato@biz.com,Groceries,Specialty,UAE,Gurugram,381872,XXXX-XXXX-XXXX-2058,rohit.patel@gmailcom,5363067798,No,suspected fraud,2017-09-14
TX100645,2024-10-01,AC8580,Neha Patel,Credit,78.0701,USD,78.0701,281953.03,Flipkart,flipkart@biz.com,Utilities,Water,Canada,Hyderabad,487627,XXXX-XXXX-XXXX-9714,neha.patel@hotmail.com,1922215748,No,monthly subscription,2024-10-01
TX105500,2024-01-09,AC2695,Amit Das,Refund,1.0,INR,1.0,2826428.39,Amazon,amazon@biz.com,Entertainment,Streaming,India,Noida,848968,XXXX-XXXX-XXXX-7781,amit.das@gmail.com,4063503358,No,repeat purchase,2018-07-18
